2.276292537665983856e-03,3.350000000000000200e-02,0.000000000000000000e+00,3.231088682899865838e-02
2.234401436988020864e-03,3.362230356687830046e-02,-4.647054056179135417e-05,3.239866414119184357e-02
2.191060901208682216e-03,3.374433407949921360e-02,-9.390415086407699619e-05,3.248592478690143226e-02
2.146271879976275818e-03,3.386607442503314358e-02,-1.422950873090009227e-04,3.257265819998974438e-02
2.100035524302689902e-03,3.398750747862950422e-02,-1.916374903788665637e-04,3.265885387816014340e-02
2.052353186941363247e-03,3.410861610577895636e-02,-2.419253853456560313e-04,3.274450138422875523e-02
2.003226422737602180e-03,3.422938316468247810e-02,-2.931526829944852697e-04,3.282959034738827664e-02
1.952656988951162811e-03,3.434979150862693675e-02,-3.453131803609352582e-04,3.291411046446373473e-02
1.900646845550975350e-03,3.446982398836691969e-02,-3.984005614821447758e-04,3.299805150116007224e-02
1.847198155481963658e-03,3.458946345451240079e-02,-4.524083981615988070e-04,3.308140329330139240e-02
1.792313284903791770e-03,3.470869275992190250e-02,-5.073301507474972313e-04,3.316415574806170358e-02
1.735994803401532185e-03,3.482749476210100781e-02,-5.631591689246196603e-04,3.324629884518703893e-02
1.678245484168084181e-03,3.494585232560559751e-02,-6.198886925195970857e-04,3.332782263820877749e-02
1.619068304158340424e-03,3.506374832444979217e-02,-6.775118523194784484e-04,3.340871725564802108e-02
1.558466444214957891e-03,3.518116564451800876e-02,-7.360216709035036567e-04,3.348897290221091588e-02
1.496443289165714022e-03,3.529808718598100026e-02,-7.954110634879841754e-04,3.356857985997473842e-02
1.433002427892326666e-03,3.541449586571535774e-02,-8.556728387841714897e-04,3.364752848956459319e-02
1.368147653370717018e-03,3.553037461972634314e-02,-9.167996998690336463e-04,3.372580923132063868e-02
1.301882962682613179e-03,3.564570640557351844e-02,-9.787842450688175738e-04,3.380341260645561285e-02
1.234212556998482216e-03,3.576047420479896988e-02,-1.041618968855296569e-03,3.388032921820263027e-02
1.165140841531676213e-03,3.587466102535773194e-02,-1.105296262754593660e-03,3.395654975295295946e-02
1.094672425463807941e-03,3.598824990405009860e-02,-1.169808416268464622e-03,3.403206498138383607e-02
1.022812121841248575e-03,3.610122390895545430e-02,-1.235147617807949572e-03,3.410686575957595779e-02
9.495649474427509534e-04,3.621356614186727052e-02,-1.301305955639243950e-03,3.418094303012073065e-02
8.749361226181411044e-04,3.632525974072901842e-02,-1.368275418841717779e-03,3.425428782321701671e-02
7.989310710980381675e-04,3.643628788207053937e-02,-1.436047898277924457e-03,3.432689125775721661e-02
7.215554197745732007e-04,3.654663378344457508e-02,-1.504615187575523635e-03,3.439874454240269414e-02
6.428149984531068839e-04,3.665628070586316595e-02,-1.573968984120956843e-03,3.446983897664827184e-02
5.627158395748784597e-04,3.676521195623348726e-02,-1.644100890064796941e-03,3.454016595187576338e-02
4.812641779106119344e-04,3.687341088979283199e-02,-1.715002413338605723e-03,3.460971695239636881e-02
3.984664502250205576e-04,3.698086091254240704e-02,-1.786664968683232026e-03,3.467848355648180808e-02
3.143292949122633573e-04,3.708754548367949877e-02,-1.859079878688356044e-03,3.474645743738406095e-02
2.288595516022669946e-04,3.719344811802784145e-02,-1.932238374843225220e-03,3.481363036434367841e-02
1.420642607379684480e-04,3.729855238846564724e-02,-2.006131598598403891e-03,3.487999420358638136e-02
5.395066312348026361e-05,3.740284192835109656e-02,-2.080750602438430005e-03,3.494554091930796719e-02
-3.547380055685979416e-05,3.750630043394485857e-02,-2.156086350965242746e-03,3.501026257464734392e-02
-1.262014902484835666e-04,3.760891166682934356e-02,-2.232129721992246602e-03,3.507415133264758789e-02
-2.182245670656994541e-04,3.771065945632429833e-02,-2.308871507648906085e-03,3.513719945720487903e-02
-3.115349938597675172e-04,3.781152770189844664e-02,-2.386302415495681999e-03,3.519939931400525857e-02
-4.061245358160815028e-04,3.791150037557677183e-02,-2.464413069649240735e-03,3.526074337144905618e-02
-5.019847610802730467e-04,3.801056152434315744e-02,-2.543194011917739722e-03,3.532122420156282722e-02
-5.991070414133247909e-04,3.810869527253797628e-02,-2.622635702946105735e-03,3.538083448089884842e-02
-6.974825528755935339e-04,3.820588582425031576e-02,-2.702728523371115271e-03,3.543956699142182531e-02
-7.971022765397165269e-04,3.830211746570453407e-02,-2.783462774986181568e-03,3.549741462138294307e-02
-8.979569992323931105e-04,3.839737456764065471e-02,-2.864828681915685196e-03,3.555437036618102481e-02
-1.000037314304921127e-03,3.849164158768846045e-02,-2.946816391798699059e-03,3.561042732921063103e-02
-1.103333622432522802e-03,3.858490307273475944e-02,-3.029415976981986343e-03,3.566557872269722484e-02
-1.207836132442326529e-03,3.867714366128359449e-02,-3.112617435722110117e-03,3.571981786851903540e-02
-1.313534862170016686e-03,3.876834808580899294e-02,-3.196410693396515776e-03,3.577313819901570963e-02
-1.420419639345015320e-03,3.885850117509993817e-02,-3.280785603723441503e-03,3.582553325778357195e-02
-1.528480102504183556e-03,3.894758785659713229e-02,-3.365731949990490197e-03,3.587699670045740863e-02
-1.637705701933950785e-03,3.903559315872145996e-02,-3.451239446291755331e-03,3.592752229547867271e-02
-1.748085700640793563e-03,3.912250221319342469e-02,-3.537297738773305562e-03,3.597710392485008873e-02
-1.859609175349974039e-03,3.920830025734357849e-02,-3.623896406886901490e-03,3.602573558487640742e-02
-1.972265017532478029e-03,3.929297263641336191e-02,-3.711024964651786669e-03,3.607341138689142135e-02
-2.086041934460053024e-03,3.937650480584614643e-02,-3.798672861924414987e-03,3.612012555797099178e-02
-2.200928450288245491e-03,3.945888233356804886e-02,-3.886829485675929660e-03,3.616587244163204512e-02
-2.316912907167336007e-03,3.954009090225831663e-02,-3.975484161277260259e-03,3.621064649851755968e-02
-2.433983466381102814e-03,3.962011631160869407e-02,-4.064626153791689456e-03,3.625444230706725141e-02
-2.552128109513282853e-03,3.969894448057176978e-02,-4.154244669274715154e-03,3.629725456417410429e-02
-2.671334639641615750e-03,3.977656144959765272e-02,-4.244328856081051871e-03,3.633907808582646087e-02
-2.791590682559378853e-03,3.985295338285883143e-02,-4.334867806178628255e-03,3.637990780773578403e-02
-2.912883688024289243e-03,3.992810657046286238e-02,-4.425850556469413354e-03,3.641973878594984004e-02
-3.035200931034641794e-03,4.000200743065245729e-02,-4.517266090116900737e-03,3.645856619745137250e-02
-3.158529513132562680e-03,4.007464251199273353e-02,-4.609103337880103915e-03,3.649638534074210044e-02
-3.282856363734258653e-03,4.014599849554526673e-02,-4.701351179453899971e-03,3.653319163641199213e-02
-3.408168241487131121e-03,4.021606219702862639e-02,-4.793998444815562691e-03,3.656898062769380758e-02
-3.534451735653592816e-03,4.028482056896501989e-02,-4.887033915577298701e-03,3.660374798100271554e-02
-3.661693267521458697e-03,4.035226070281279498e-02,-4.980446326344647838e-03,3.663748948646107506e-02
-3.789879091840794856e-03,4.041836983108438447e-02,-5.074224366080584692e-03,3.667020105840815281e-02
-3.918995298287033732e-03,4.048313532944948501e-02,-5.168356679475140901e-03,3.670187873589488697e-02
-4.049027812950221211e-03,4.054654471882303268e-02,-5.262831868320373002e-03,3.673251868316347590e-02
-4.179962399850236862e-03,4.060858566743769105e-02,-5.357638492890549192e-03,3.676211719011186763e-02
-4.311784662477849417e-03,4.066924599290062947e-02,-5.452765073327352913e-03,3.679067067274295610e-02
-4.444480045361392379e-03,4.072851366423407837e-02,-5.548200091029945394e-03,3.681817567359862986e-02
-4.578033835658933126e-03,4.078637680389955028e-02,-5.643931990049708483e-03,3.684462886217834687e-02
-4.712431164775758574e-03,4.084282368980526878e-02,-5.739949178489531581e-03,3.687002703534248554e-02
-4.847657010006989169e-03,4.089784275729656249e-02,-5.836240029907442325e-03,3.689436711770014560e-02
-4.983696196205146013e-03,4.095142260112891175e-02,-5.932792884724414489e-03,3.691764616198157933e-02
-5.120533397472476836e-03,4.100355197742330121e-02,-6.029596051636190029e-03,3.693986134939505200e-02
-5.258153138877880335e-03,4.105421980560358675e-02,-6.126637809028941811e-03,3.696100998996814518e-02
-5.396539798198228544e-03,4.110341517031564085e-02,-6.223906406398629562e-03,3.698108952287351703e-02
-5.535677607683854758e-03,4.115112732332783241e-02,-6.321390065773809658e-03,3.700009751673895286e-02
-5.675550655848065652e-03,4.119734568541267433e-02,-6.419076983141805068e-03,3.701803166994177552e-02
-5.816142889280451200e-03,4.124205984820931287e-02,-6.516955329878028162e-03,3.703488981088755294e-02
-5.957438114483766881e-03,4.128525957606646313e-02,-6.615013254178261221e-03,3.705066989827306145e-02
-6.099419999734201694e-03,4.132693480786562429e-02,-6.713238882493760204e-03,3.706537002133342140e-02
-6.242072076964824690e-03,4.136707565882425525e-02,-6.811620320968990970e-03,3.707898840007350233e-02
-6.385377743671978405e-03,4.140567242227854300e-02,-6.910145656881822723e-03,3.709152338548345196e-02
-6.529320264844394595e-03,4.144271557144554863e-02,-7.008802960086001760e-03,3.710297345973836980e-02
-6.673882774914818850e-03,4.147819576116446721e-02,-7.107580284455738105e-03,3.711333723638205601e-02
-6.819048279733920352e-03,4.151210382961662698e-02,-7.206465669332224634e-03,3.712261346049497424e-02
-6.964799658566257767e-03,4.154443080002405420e-02,-7.305447140971929078e-03,3.713080100884611628e-02
-7.111119666108044537e-03,4.157516788232622912e-02,-7.404512713996452486e-03,3.713789889002909461e-02
-7.257990934526481128e-03,4.160430647483487343e-02,-7.503650392843791948e-03,3.714390624458211582e-02
-7.405395975520468604e-03,4.163183816586633890e-02,-7.602848173220874001e-03,3.714882234509209874e-02
-7.553317182402368747e-03,4.165775473535148626e-02,-7.702094043557099375e-03,3.715264659628274291e-02
-7.701736832200628546e-03,4.168204815642272132e-02,-7.801375986458801079e-03,3.715537853508658894e-02
-7.850637087782974186e-03,4.170471059697787586e-02,-7.900681980164378157e-03,3.715701783070111952e-02
-8.000000000000000167e-03,4.172573442122075316e-02,-8.000000000000000167e-03,3.715756428462880373e-02
